image,caption,object,syntax
2420730259_86e7f8a815.jpg,Man kisses crying baby at a marathon .,"man, boy, cheek","POS: [('Man', 'NOUN'), ('kisses', 'VERB'), ('crying', 'VERB'), ('baby', 'NOUN'), ('at', 'ADP'), ('a', 'DET'), ('marathon', 'NOUN'), ('.', 'PUNCT')], Entities: []"
242109387_e497277e07.jpg,A boy bounces in an inflatable playhouse .,"boy, playhouse","POS: [('A', 'DET'), ('boy', 'NOUN'), ('bounces', 'VERB'), ('in', 'ADP'), ('an', 'DET'), ('inflatable', 'ADJ'), ('playhouse', 'NOUN'), ('.', 'PUNCT')], Entities: []"
242109387_e497277e07.jpg,A boy in a blue shirt plays in a jumping tent .,"boy, playhouse","POS: [('A', 'DET'), ('boy', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('blue', 'ADJ'), ('shirt', 'NOUN'), ('plays', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('jumping', 'NOUN'), ('tent', 'NOUN'), ('.', 'PUNCT')], Entities: []"
242109387_e497277e07.jpg,A boy jumping in a moonwalk .,"boy, playhouse","POS: [('A', 'DET'), ('boy', 'NOUN'), ('jumping', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('moonwalk', 'NOUN'), ('.', 'PUNCT')], Entities: []"
242109387_e497277e07.jpg,A kid takes flight inside a multicolored balloon bounce house .,"boy, playhouse","POS: [('A', 'DET'), ('kid', 'NOUN'), ('takes', 'VERB'), ('flight', 'NOUN'), ('inside', 'ADP'), ('a', 'DET'), ('multicolored', 'VERB'), ('balloon', 'NOUN'), ('bounce', 'NOUN'), ('house', 'NOUN'), ('.', 'PUNCT')], Entities: []"
242109387_e497277e07.jpg,A young boy jumping in a jumping castle .,"boy, playhouse","POS: [('A', 'DET'), ('young', 'ADJ'), ('boy', 'NOUN'), ('jumping', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('jumping', 'NOUN'), ('castle', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2421446839_fe7d46c177.jpg,"A dog jumps up towards a woman in a car , while another dog is outside the car .","dog, woman, car, dog, car","POS: [('A', 'DET'), ('dog', 'NOUN'), ('jumps', 'VERB'), ('up', 'ADP'), ('towards', 'ADP'), ('a', 'DET'), ('woman', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('car', 'NOUN'), (',', 'PUNCT'), ('while', 'SCONJ'), ('another', 'DET'), ('dog', 'NOUN'), ('is', 'AUX'), ('outside', 'ADP'), ('the', 'DET'), ('car', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2421446839_fe7d46c177.jpg,An orange dog and a little white dog with black spots are next to a white car .,"dog, woman, car, dog, car","POS: [('An', 'DET'), ('orange', 'ADJ'), ('dog', 'NOUN'), ('and', 'CCONJ'), ('a', 'DET'), ('little', 'ADJ'), ('white', 'ADJ'), ('dog', 'NOUN'), ('with', 'ADP'), ('black', 'ADJ'), ('spots', 'NOUN'), ('are', 'AUX'), ('next', 'ADJ'), ('to', 'ADP'), ('a', 'DET'), ('white', 'ADJ'), ('car', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2421446839_fe7d46c177.jpg,A small black and white dog jumps at a woman in a white jeep while a golden dog follows beside them .,"dog, woman, car, dog, car","POS: [('A', 'DET'), ('small', 'ADJ'), ('black', 'ADJ'), ('and', 'CCONJ'), ('white', 'ADJ'), ('dog', 'NOUN'), ('jumps', 'VERB'), ('at', 'ADP'), ('a', 'DET'), ('woman', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('white', 'ADJ'), ('jeep', 'NOUN'), ('while', 'SCONJ'), ('a', 'DET'), ('golden', 'ADJ'), ('dog', 'NOUN'), ('follows', 'VERB'), ('beside', 'ADP'), ('them', 'PRON'), ('.', 'PUNCT')], Entities: []"
2421446839_fe7d46c177.jpg,A small dog jumps by a car to reach a lady 's face while another dog watches .,"dog, woman, car, dog, car","POS: [('A', 'DET'), ('small', 'ADJ'), ('dog', 'NOUN'), ('jumps', 'VERB'), ('by', 'ADP'), ('a', 'DET'), ('car', 'NOUN'), ('to', 'PART'), ('reach', 'VERB'), ('a', 'DET'), ('lady', 'NOUN'), (""'s"", 'PART'), ('face', 'NOUN'), ('while', 'SCONJ'), ('another', 'DET'), ('dog', 'NOUN'), ('watches', 'VERB'), ('.', 'PUNCT')], Entities: []"
2421446839_fe7d46c177.jpg,White and black dog jumps at someone through car window .,"dog, woman, car, dog, car","POS: [('White', 'ADJ'), ('and', 'CCONJ'), ('black', 'ADJ'), ('dog', 'NOUN'), ('jumps', 'VERB'), ('at', 'ADP'), ('someone', 'PRON'), ('through', 'ADP'), ('car', 'NOUN'), ('window', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2422018883_336519b5c6.jpg,A baby in a white and pink dress walks outside .,"baby, dress, walks","POS: [('A', 'DET'), ('baby', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('white', 'ADJ'), ('and', 'CCONJ'), ('pink', 'ADJ'), ('dress', 'NOUN'), ('walks', 'NOUN'), ('outside', 'ADV'), ('.', 'PUNCT')], Entities: []"
2422018883_336519b5c6.jpg,A little girl wears a white dress and pink flip flops .,"baby, dress, walks","POS: [('A', 'DET'), ('little', 'ADJ'), ('girl', 'NOUN'), ('wears', 'VERB'), ('a', 'DET'), ('white', 'ADJ'), ('dress', 'NOUN'), ('and', 'CCONJ'), ('pink', 'ADJ'), ('flip', 'ADJ'), ('flops', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2422018883_336519b5c6.jpg,A small toddler girl in a white dress walking,"baby, dress, walks","POS: [('A', 'DET'), ('small', 'ADJ'), ('toddler', 'NOUN'), ('girl', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('white', 'ADJ'), ('dress', 'NOUN'), ('walking', 'VERB')], Entities: []"
2422018883_336519b5c6.jpg,A young Asian girl wearing a dress running .,"baby, dress, walks","POS: [('A', 'DET'), ('young', 'ADJ'), ('Asian', 'ADJ'), ('girl', 'NOUN'), ('wearing', 'VERB'), ('a', 'DET'), ('dress', 'NOUN'), ('running', 'VERB'), ('.', 'PUNCT')], Entities: [('Asian', 'I-MISC')]"
2422018883_336519b5c6.jpg,A young Asian girl wearing flip flops and a flowered sundress runs down the street .,"baby, dress, walks","POS: [('A', 'DET'), ('young', 'ADJ'), ('Asian', 'ADJ'), ('girl', 'NOUN'), ('wearing', 'VERB'), ('flip', 'ADJ'), ('flops', 'NOUN'), ('and', 'CCONJ'), ('a', 'DET'), ('flowered', 'VERB'), ('sundress', 'NOUN'), ('runs', 'NOUN'), ('down', 'ADP'), ('the', 'DET'), ('street', 'NOUN'), ('.', 'PUNCT')], Entities: [('Asian', 'I-MISC')]"
2422302286_385725e3cf.jpg,A child sits in a plastic toy car .,"child, toy, car","POS: [('A', 'DET'), ('child', 'NOUN'), ('sits', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('plastic', 'ADJ'), ('toy', 'NOUN'), ('car', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2422302286_385725e3cf.jpg,A little kid in a toy car .,"child, toy, car","POS: [('A', 'DET'), ('little', 'ADJ'), ('kid', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('toy', 'NOUN'), ('car', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2422302286_385725e3cf.jpg,Small girl riding in play car .,"child, toy, car","POS: [('Small', 'ADJ'), ('girl', 'NOUN'), ('riding', 'VERB'), ('in', 'ADP'), ('play', 'NOUN'), ('car', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2422302286_385725e3cf.jpg,There is a child in a red and yellow toy car .,"child, toy, car","POS: [('There', 'PRON'), ('is', 'VERB'), ('a', 'DET'), ('child', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('red', 'ADJ'), ('and', 'CCONJ'), ('yellow', 'ADJ'), ('toy', 'NOUN'), ('car', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2422302286_385725e3cf.jpg,The small child is sitting in a red and yellow toy car .,"child, toy, car","POS: [('The', 'DET'), ('small', 'ADJ'), ('child', 'NOUN'), ('is', 'AUX'), ('sitting', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('red', 'ADJ'), ('and', 'CCONJ'), ('yellow', 'ADJ'), ('toy', 'NOUN'), ('car', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2422482455_b98d9c2120.jpg,A man in an orange shirt plays fetch with a black French poodle,"man, orange, shirt, fetch, poodle","POS: [('A', 'DET'), ('man', 'NOUN'), ('in', 'ADP'), ('an', 'DET'), ('orange', 'PROPN'), ('shirt', 'NOUN'), ('plays', 'VERB'), ('fetch', 'NOUN'), ('with', 'ADP'), ('a', 'DET'), ('black', 'ADJ'), ('French', 'ADJ'), ('poodle', 'NOUN')], Entities: [('French', 'I-MISC')]"
2422482455_b98d9c2120.jpg,A person in an orange coat prepares to throw a stick to a black dog .,"man, orange, shirt, fetch, poodle","POS: [('A', 'DET'), ('person', 'NOUN'), ('in', 'ADP'), ('an', 'DET'), ('orange', 'NOUN'), ('coat', 'NOUN'), ('prepares', 'VERB'), ('to', 'PART'), ('throw', 'VERB'), ('a', 'DET'), ('stick', 'NOUN'), ('to', 'ADP'), ('a', 'DET'), ('black', 'ADJ'), ('dog', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2422482455_b98d9c2120.jpg,A person playing with her large black dog .,"man, orange, shirt, fetch, poodle","POS: [('A', 'DET'), ('person', 'NOUN'), ('playing', 'VERB'), ('with', 'ADP'), ('her', 'PRON'), ('large', 'ADJ'), ('black', 'ADJ'), ('dog', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2422482455_b98d9c2120.jpg,A woman holding a stick out for a dog .,"man, orange, shirt, fetch, poodle","POS: [('A', 'DET'), ('woman', 'NOUN'), ('holding', 'VERB'), ('a', 'DET'), ('stick', 'NOUN'), ('out', 'ADP'), ('for', 'ADP'), ('a', 'DET'), ('dog', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2422482455_b98d9c2120.jpg,Woman in orange jacket playing with a black dog,"man, orange, shirt, fetch, poodle","POS: [('Woman', 'NOUN'), ('in', 'ADP'), ('orange', 'ADJ'), ('jacket', 'NOUN'), ('playing', 'VERB'), ('with', 'ADP'), ('a', 'DET'), ('black', 'ADJ'), ('dog', 'NOUN')], Entities: []"
2423085253_6c19149855.jpg,A child running outside with a bright colored ball next to her .,"child, ball","POS: [('A', 'DET'), ('child', 'NOUN'), ('running', 'VERB'), ('outside', 'ADV'), ('with', 'ADP'), ('a', 'DET'), ('bright', 'ADJ'), ('colored', 'ADJ'), ('ball', 'NOUN'), ('next', 'ADV'), ('to', 'ADP'), ('her', 'PRON'), ('.', 'PUNCT')], Entities: []"
2423085253_6c19149855.jpg,A little girl in a red and white shirt is playing with a inflatable ball .,"child, ball","POS: [('A', 'DET'), ('little', 'ADJ'), ('girl', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('red', 'ADJ'), ('and', 'CCONJ'), ('white', 'ADJ'), ('shirt', 'NOUN'), ('is', 'AUX'), ('playing', 'VERB'), ('with', 'ADP'), ('a', 'DET'), ('inflatable', 'ADJ'), ('ball', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423085253_6c19149855.jpg,A little girl is running by a colorful ball on the grass .,"child, ball","POS: [('A', 'DET'), ('little', 'ADJ'), ('girl', 'NOUN'), ('is', 'AUX'), ('running', 'VERB'), ('by', 'ADP'), ('a', 'DET'), ('colorful', 'ADJ'), ('ball', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('grass', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423085253_6c19149855.jpg,"A little girl , running in the grass , kicking a beach ball .","child, ball","POS: [('A', 'DET'), ('little', 'ADJ'), ('girl', 'NOUN'), (',', 'PUNCT'), ('running', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('grass', 'NOUN'), (',', 'PUNCT'), ('kicking', 'VERB'), ('a', 'DET'), ('beach', 'NOUN'), ('ball', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423085253_6c19149855.jpg,The girl is running on the grass next to a colorful toy .,"child, ball","POS: [('The', 'DET'), ('girl', 'NOUN'), ('is', 'AUX'), ('running', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('grass', 'NOUN'), ('next', 'ADV'), ('to', 'ADP'), ('a', 'DET'), ('colorful', 'ADJ'), ('toy', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423138514_950f79e432.jpg,Two naked boys at a pool .,"boys, pool","POS: [('Two', 'NUM'), ('naked', 'ADJ'), ('boys', 'NOUN'), ('at', 'ADP'), ('a', 'DET'), ('pool', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423138514_950f79e432.jpg,Two naked boys smiling and playing .,"boys, pool","POS: [('Two', 'NUM'), ('naked', 'ADJ'), ('boys', 'NOUN'), ('smiling', 'VERB'), ('and', 'CCONJ'), ('playing', 'VERB'), ('.', 'PUNCT')], Entities: []"
2423138514_950f79e432.jpg,"Two naked children , one with a mark on his chest .","boys, pool","POS: [('Two', 'NUM'), ('naked', 'ADJ'), ('children', 'NOUN'), (',', 'PUNCT'), ('one', 'NUM'), ('with', 'ADP'), ('a', 'DET'), ('mark', 'NOUN'), ('on', 'ADP'), ('his', 'PRON'), ('chest', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423138514_950f79e432.jpg,Two naked young boys play in the water .,"boys, pool","POS: [('Two', 'NUM'), ('naked', 'ADJ'), ('young', 'ADJ'), ('boys', 'NOUN'), ('play', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('water', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423138514_950f79e432.jpg,"Two young , naked boys are wet , while one raises his arm .","boys, pool","POS: [('Two', 'NUM'), ('young', 'ADJ'), (',', 'PUNCT'), ('naked', 'ADJ'), ('boys', 'NOUN'), ('are', 'AUX'), ('wet', 'ADJ'), (',', 'PUNCT'), ('while', 'SCONJ'), ('one', 'PRON'), ('raises', 'VERB'), ('his', 'PRON'), ('arm', 'NOUN'), ('.', 'PUNCT')], Entities: []"
242324909_06d5a6c44b.jpg,A Dachshund going for a walk .,"Dachshund, walk","POS: [('A', 'DET'), ('Dachshund', 'PROPN'), ('going', 'VERB'), ('for', 'ADP'), ('a', 'DET'), ('walk', 'NOUN'), ('.', 'PUNCT')], Entities: [('Da', 'I-MISC'), ('##chs', 'I-MISC'), ('##hun', 'I-MISC'), ('##d', 'I-MISC')]"
242324909_06d5a6c44b.jpg,A little brown dog walks on the sidewalk with its tongue sticking out .,"Dachshund, walk","POS: [('A', 'DET'), ('little', 'ADJ'), ('brown', 'ADJ'), ('dog', 'NOUN'), ('walks', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('sidewalk', 'NOUN'), ('with', 'ADP'), ('its', 'PRON'), ('tongue', 'NOUN'), ('sticking', 'VERB'), ('out', 'ADP'), ('.', 'PUNCT')], Entities: []"
242324909_06d5a6c44b.jpg,a little brown dog with a blue collar is being walked along a path .,"Dachshund, walk","POS: [('a', 'DET'), ('little', 'ADJ'), ('brown', 'ADJ'), ('dog', 'NOUN'), ('with', 'ADP'), ('a', 'DET'), ('blue', 'ADJ'), ('collar', 'NOUN'), ('is', 'AUX'), ('being', 'AUX'), ('walked', 'VERB'), ('along', 'ADP'), ('a', 'DET'), ('path', 'NOUN'), ('.', 'PUNCT')], Entities: []"
242324909_06d5a6c44b.jpg,A small brown dog is pulling on its blue and white leash while on a walk .,"Dachshund, walk","POS: [('A', 'DET'), ('small', 'ADJ'), ('brown', 'ADJ'), ('dog', 'NOUN'), ('is', 'AUX'), ('pulling', 'VERB'), ('on', 'ADP'), ('its', 'PRON'), ('blue', 'ADJ'), ('and', 'CCONJ'), ('white', 'ADJ'), ('leash', 'VERB'), ('while', 'SCONJ'), ('on', 'ADP'), ('a', 'DET'), ('walk', 'NOUN'), ('.', 'PUNCT')], Entities: []"
242324909_06d5a6c44b.jpg,A small brown dog on a leash .,"Dachshund, walk","POS: [('A', 'DET'), ('small', 'ADJ'), ('brown', 'ADJ'), ('dog', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('leash', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423292784_166ee54e0b.jpg,A boy with a metal colander on his head .,"boy, metal, colander, head","POS: [('A', 'DET'), ('boy', 'NOUN'), ('with', 'ADP'), ('a', 'DET'), ('metal', 'NOUN'), ('colander', 'NOUN'), ('on', 'ADP'), ('his', 'PRON'), ('head', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423292784_166ee54e0b.jpg,A little boy clowns with a colander on his head .,"boy, metal, colander, head","POS: [('A', 'DET'), ('little', 'ADJ'), ('boy', 'NOUN'), ('clowns', 'NOUN'), ('with', 'ADP'), ('a', 'DET'), ('colander', 'NOUN'), ('on', 'ADP'), ('his', 'PRON'), ('head', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423292784_166ee54e0b.jpg,A mad boy who has a bowl on his head .,"boy, metal, colander, head","POS: [('A', 'DET'), ('mad', 'ADJ'), ('boy', 'NOUN'), ('who', 'PRON'), ('has', 'VERB'), ('a', 'DET'), ('bowl', 'NOUN'), ('on', 'ADP'), ('his', 'PRON'), ('head', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423292784_166ee54e0b.jpg,A young boy wears a metal colander on his head .,"boy, metal, colander, head","POS: [('A', 'DET'), ('young', 'ADJ'), ('boy', 'NOUN'), ('wears', 'VERB'), ('a', 'DET'), ('metal', 'NOUN'), ('colander', 'NOUN'), ('on', 'ADP'), ('his', 'PRON'), ('head', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423292784_166ee54e0b.jpg,This boy in the striped shirt is putting a strainer on top of his head .,"boy, metal, colander, head","POS: [('This', 'DET'), ('boy', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('striped', 'ADJ'), ('shirt', 'NOUN'), ('is', 'AUX'), ('putting', 'VERB'), ('a', 'DET'), ('strainer', 'NOUN'), ('on', 'ADP'), ('top', 'NOUN'), ('of', 'ADP'), ('his', 'PRON'), ('head', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423550887_ffc9bbcf71.jpg,A man in a red coat stands in front of a lighthouse surrounded by a stone wall .,"man, coat, front, lighthouse, stone, wall","POS: [('A', 'DET'), ('man', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('red', 'ADJ'), ('coat', 'NOUN'), ('stands', 'VERB'), ('in', 'ADP'), ('front', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('lighthouse', 'NOUN'), ('surrounded', 'VERB'), ('by', 'ADP'), ('a', 'DET'), ('stone', 'NOUN'), ('wall', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423550887_ffc9bbcf71.jpg,A man in a red jacket is standing in front of a tall white building .,"man, coat, front, lighthouse, stone, wall","POS: [('A', 'DET'), ('man', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('red', 'ADJ'), ('jacket', 'NOUN'), ('is', 'AUX'), ('standing', 'VERB'), ('in', 'ADP'), ('front', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('tall', 'ADJ'), ('white', 'ADJ'), ('building', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423550887_ffc9bbcf71.jpg,Female in red jacket standing in front of a white tower surrounded by rocks .,"man, coat, front, lighthouse, stone, wall","POS: [('Female', 'ADJ'), ('in', 'ADP'), ('red', 'ADJ'), ('jacket', 'NOUN'), ('standing', 'VERB'), ('in', 'ADP'), ('front', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('white', 'ADJ'), ('tower', 'NOUN'), ('surrounded', 'VERB'), ('by', 'ADP'), ('rocks', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423550887_ffc9bbcf71.jpg,Girl in red jacket poses for a picture in front of a white lighthouse .,"man, coat, front, lighthouse, stone, wall","POS: [('Girl', 'NOUN'), ('in', 'ADP'), ('red', 'ADJ'), ('jacket', 'NOUN'), ('poses', 'NOUN'), ('for', 'ADP'), ('a', 'DET'), ('picture', 'NOUN'), ('in', 'ADP'), ('front', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('white', 'ADJ'), ('lighthouse', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423550887_ffc9bbcf71.jpg,Man in red jacket standing in front of lighthouse .,"man, coat, front, lighthouse, stone, wall","POS: [('Man', 'NOUN'), ('in', 'ADP'), ('red', 'ADJ'), ('jacket', 'NOUN'), ('standing', 'VERB'), ('in', 'ADP'), ('front', 'NOUN'), ('of', 'ADP'), ('lighthouse', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423856014_8df0e7f656.jpg,A child standing in the grass with their arms spread wide .,"child, grass, arms","POS: [('A', 'DET'), ('child', 'NOUN'), ('standing', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('grass', 'NOUN'), ('with', 'ADP'), ('their', 'PRON'), ('arms', 'NOUN'), ('spread', 'VERB'), ('wide', 'ADV'), ('.', 'PUNCT')], Entities: []"
2423856014_8df0e7f656.jpg,A small child in a yellow shirt is holding their arms out to the sides .,"child, grass, arms","POS: [('A', 'DET'), ('small', 'ADJ'), ('child', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('yellow', 'ADJ'), ('shirt', 'NOUN'), ('is', 'AUX'), ('holding', 'VERB'), ('their', 'PRON'), ('arms', 'NOUN'), ('out', 'ADP'), ('to', 'ADP'), ('the', 'DET'), ('sides', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423856014_8df0e7f656.jpg,A young boy with long curly hair walks outside with his arms spread .,"child, grass, arms","POS: [('A', 'DET'), ('young', 'ADJ'), ('boy', 'NOUN'), ('with', 'ADP'), ('long', 'ADJ'), ('curly', 'ADJ'), ('hair', 'NOUN'), ('walks', 'VERB'), ('outside', 'ADV'), ('with', 'ADP'), ('his', 'PRON'), ('arms', 'NOUN'), ('spread', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423856014_8df0e7f656.jpg,a young child wearing a green shirt with his arms wide open,"child, grass, arms","POS: [('a', 'DET'), ('young', 'ADJ'), ('child', 'NOUN'), ('wearing', 'VERB'), ('a', 'DET'), ('green', 'ADJ'), ('shirt', 'NOUN'), ('with', 'ADP'), ('his', 'PRON'), ('arms', 'NOUN'), ('wide', 'ADV'), ('open', 'ADJ')], Entities: []"
2423856014_8df0e7f656.jpg,A youngster playing in the park .,"child, grass, arms","POS: [('A', 'DET'), ('youngster', 'NOUN'), ('playing', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('park', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423894412_d952d5d103.jpg,A guy is hanging on a big rock in the woods .,"guy, rock, woods","POS: [('A', 'DET'), ('guy', 'NOUN'), ('is', 'AUX'), ('hanging', 'VERB'), ('on', 'ADP'), ('a', 'DET'), ('big', 'ADJ'), ('rock', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('woods', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423894412_d952d5d103.jpg,A large rock formation in the middle of a forest .,"guy, rock, woods","POS: [('A', 'DET'), ('large', 'ADJ'), ('rock', 'NOUN'), ('formation', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('middle', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('forest', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423894412_d952d5d103.jpg,A man hangs from the edge of a rock .,"guy, rock, woods","POS: [('A', 'DET'), ('man', 'NOUN'), ('hangs', 'VERB'), ('from', 'ADP'), ('the', 'DET'), ('edge', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('rock', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423894412_d952d5d103.jpg,A person hangs of the vertical side of gigantic rocks in a wooded area .,"guy, rock, woods","POS: [('A', 'DET'), ('person', 'NOUN'), ('hangs', 'VERB'), ('of', 'ADP'), ('the', 'DET'), ('vertical', 'ADJ'), ('side', 'NOUN'), ('of', 'ADP'), ('gigantic', 'ADJ'), ('rocks', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('wooded', 'ADJ'), ('area', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2423894412_d952d5d103.jpg,"This appears to be a woman posing near a large , moss-covered rock outcropping .","guy, rock, woods","POS: [('This', 'PRON'), ('appears', 'VERB'), ('to', 'PART'), ('be', 'AUX'), ('a', 'DET'), ('woman', 'NOUN'), ('posing', 'VERB'), ('near', 'ADP'), ('a', 'DET'), ('large', 'ADJ'), (',', 'PUNCT'), ('moss', 'ADJ'), ('-', 'PUNCT'), ('covered', 'VERB'), ('rock', 'NOUN'), ('outcropping', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2424111022_4e332b8aee.jpg,A boy in the woods .,"boy, woods","POS: [('A', 'DET'), ('boy', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('woods', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2424111022_4e332b8aee.jpg,A boy wearing a white shirt climbs on a forest hill .,"boy, woods","POS: [('A', 'DET'), ('boy', 'NOUN'), ('wearing', 'VERB'), ('a', 'DET'), ('white', 'ADJ'), ('shirt', 'NOUN'), ('climbs', 'VERB'), ('on', 'ADP'), ('a', 'DET'), ('forest', 'NOUN'), ('hill', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2424111022_4e332b8aee.jpg,A little boy in blue jeans climbs a small incline in the woods and turns around to smile .,"boy, woods","POS: [('A', 'DET'), ('little', 'ADJ'), ('boy', 'NOUN'), ('in', 'ADP'), ('blue', 'ADJ'), ('jeans', 'PROPN'), ('climbs', 'VERB'), ('a', 'DET'), ('small', 'ADJ'), ('incline', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('woods', 'NOUN'), ('and', 'CCONJ'), ('turns', 'VERB'), ('around', 'ADV'), ('to', 'PART'), ('smile', 'VERB'), ('.', 'PUNCT')], Entities: []"
2424111022_4e332b8aee.jpg,A smiling boy kneeling in a forest .,"boy, woods","POS: [('A', 'DET'), ('smiling', 'VERB'), ('boy', 'NOUN'), ('kneeling', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('forest', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2424111022_4e332b8aee.jpg,A young boy smiling in the woods .,"boy, woods","POS: [('A', 'DET'), ('young', 'ADJ'), ('boy', 'NOUN'), ('smiling', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('woods', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2424398046_1a55c71376.jpg,A little boy in a black shirt is holding a red guitar .,"boy, shirt, guitar","POS: [('A', 'DET'), ('little', 'ADJ'), ('boy', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('black', 'ADJ'), ('shirt', 'NOUN'), ('is', 'AUX'), ('holding', 'VERB'), ('a', 'DET'), ('red', 'ADJ'), ('guitar', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2424398046_1a55c71376.jpg,A little boy is playing a miniature guitar and making a face .,"boy, shirt, guitar","POS: [('A', 'DET'), ('little', 'ADJ'), ('boy', 'NOUN'), ('is', 'AUX'), ('playing', 'VERB'), ('a', 'DET'), ('miniature', 'ADJ'), ('guitar', 'NOUN'), ('and', 'CCONJ'), ('making', 'VERB'), ('a', 'DET'), ('face', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2424398046_1a55c71376.jpg,A little boy rocks out with his small guitar .,"boy, shirt, guitar","POS: [('A', 'DET'), ('little', 'ADJ'), ('boy', 'NOUN'), ('rocks', 'VERB'), ('out', 'ADP'), ('with', 'ADP'), ('his', 'PRON'), ('small', 'ADJ'), ('guitar', 'NOUN'), ('.', 'PUNCT')], Entities: []"
